"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","49","18","18","2","12.938988","0","21"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","49","40","27","2","71.067261","0","97"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","49","40","45","1","19.862116","0","48"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","49","12","12","1","7.518936","0","12"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","49","52","48","3","89.274246","0","91"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","49","9","9","1","5.927984","0","9"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","49","9","9","1","42.661716","0","9"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","49","15","15","1","40.834217","0","17"
"/Game/FX_Effect/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","49","15","15","1","9.338850","0","15"
"/Game/SampleEnvironment/Asian_Village/materials/trees_materials/M_bark.M_bark","49","127","7","1","158.537933","0","268"
"/Game/SampleEnvironment/Asian_Village/materials/cliff_materials/M_cliff.M_cliff","49","23","23","1","37.145271","0","24"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/M_building_wood.M_building_wood","49","88","54","2","85.632141","0","177"
"/Game/SampleEnvironment/Asian_Village/materials/building_materials/base_materials/M_stone_tiles.M_stone_tiles","49","23","23","1","18.552593","0","23"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","64","3","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","838","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","49","0","46","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Paper2D/DefaultLitSpriteMaterial.DefaultLitSpriteMaterial","49","0","33","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","0","46","2","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
"","49","1","0","1","0.000000","0","0"
"/Game/SampleEnvironment/Asian_Village/materials/landscape_materials/M_landscape_material.M_landscape_material","49","425","425","7","295.839508","0","827"
